production_id,date,time,turbine_name,capacity,location_name,latitude,longitude,region,status,responsible_department,wind_speed,wind_direction,energy_produced
26785,2024-08-02,00-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,16.07023,SE,1528.08971
26786,2024-08-02,00-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Inspection,Maintenance,23.6128,SE,0.0
26787,2024-08-02,00-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,24.27352,E,1011.25027
26788,2024-08-02,00-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,9.14661,SE,1926.49851
26789,2024-08-02,00-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Offline,Operations,9.94866,E,0.0
26790,2024-08-02,00-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,17.54767,SE,1867.67433
26791,2024-08-02,00-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,13.31585,SW,542.68337
26792,2024-08-02,00-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,23.80699,E,777.68463
26793,2024-08-02,00-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,6.25578,SW,1890.34608
26794,2024-08-02,00-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,18.79845,S,1658.55685
26795,2024-08-02,00-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,22.62945,E,1029.97552
26796,2024-08-02,00-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,7.40515,NW,779.0191
26797,2024-08-02,00-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,18.15311,N,1462.49131
26798,2024-08-02,00-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,12.23958,SW,1677.49296
26799,2024-08-02,00-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,14.98225,E,1146.07822
26800,2024-08-02,00-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Fault,Engineering,12.74217,E,0.0
26801,2024-08-02,00-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,5.1763,W,1743.71747
26802,2024-08-02,00-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,12.31028,NE,1480.86004
26803,2024-08-02,01-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,2.30331,S,1224.32271
26804,2024-08-02,01-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,12.72939,NW,900.05115
26805,2024-08-02,01-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,6.73984,W,612.8415
26806,2024-08-02,01-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,23.20938,N,1565.54773
26807,2024-08-02,01-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,6.08213,NE,1114.08089
26808,2024-08-02,01-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Reactive Maintenance,Maintenance,22.9543,S,0.0
26809,2024-08-02,01-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,12.53155,W,1427.79489
26810,2024-08-02,01-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,24.69201,SE,1286.69868
26811,2024-08-02,01-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,16.30704,SW,1364.33747
26812,2024-08-02,01-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,8.1878,N,1852.44492
26813,2024-08-02,01-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,4.62952,NE,1620.05707
26814,2024-08-02,01-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,12.36007,N,1567.56063
26815,2024-08-02,01-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,4.96095,N,1063.66908
26816,2024-08-02,01-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,2.82833,SE,741.07211
26817,2024-08-02,01-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,9.50381,NE,993.88905
26818,2024-08-02,01-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Fault,Engineering,23.69107,S,0.0
26819,2024-08-02,01-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,4.45245,NW,1671.09188
26820,2024-08-02,01-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,9.05788,N,1916.0321
26821,2024-08-02,02-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Preventive Maintenance,Maintenance,19.20575,NE,0.0
26822,2024-08-02,02-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,14.79283,NE,1627.94847
26823,2024-08-02,02-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,9.25931,E,1338.55397
26824,2024-08-02,02-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,8.43764,SW,843.42553
26825,2024-08-02,02-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,17.84987,SE,1493.72373
26826,2024-08-02,02-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,20.51855,N,1675.07887
26827,2024-08-02,02-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,19.04756,S,1264.38776
