production_id,date,time,turbine_name,capacity,location_name,latitude,longitude,region,status,responsible_department,wind_speed,wind_direction,energy_produced
12529,2024-06-30,00-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,22.28932,NW,614.50664
12530,2024-06-30,00-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,20.05911,W,639.54703
12531,2024-06-30,00-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Reactive Maintenance,Maintenance,2.69059,W,0.0
12532,2024-06-30,00-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,5.50794,E,1514.39745
12533,2024-06-30,00-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Reactive Maintenance,Maintenance,5.49126,NW,0.0
12534,2024-06-30,00-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,13.06183,NW,1910.77531
12535,2024-06-30,00-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,23.27375,W,1552.14594
12536,2024-06-30,00-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,11.56244,W,1098.19375
12537,2024-06-30,00-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,19.93728,W,1152.30062
12538,2024-06-30,00-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,5.2852,SW,768.44091
12539,2024-06-30,00-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Reactive Maintenance,Maintenance,9.76844,NE,0.0
12540,2024-06-30,00-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,4.80474,E,1364.5383
12541,2024-06-30,00-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,12.04971,SE,512.78831
12542,2024-06-30,00-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,21.3323,SW,1059.85759
12543,2024-06-30,00-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,13.85583,E,788.0136
12544,2024-06-30,00-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,10.31159,S,1315.73324
12545,2024-06-30,00-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Preventive Maintenance,Maintenance,6.98085,E,0.0
12546,2024-06-30,00-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,10.7149,N,1343.33993
12547,2024-06-30,01-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Reactive Maintenance,Maintenance,16.87543,N,0.0
12548,2024-06-30,01-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,21.2755,S,1268.48523
