production_id,date,time,turbine_name,capacity,location_name,latitude,longitude,region,status,responsible_department,wind_speed,wind_direction,energy_produced
9937,2024-06-24,00-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Reactive Maintenance,Maintenance,14.94015,SE,0.0
9938,2024-06-24,00-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,7.82296,NW,711.42907
9939,2024-06-24,00-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,12.22107,NW,1068.56022
9940,2024-06-24,00-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,13.47395,NW,1140.10906
9941,2024-06-24,00-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,8.88455,N,805.48653
9942,2024-06-24,00-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,19.80555,W,1845.11852
9943,2024-06-24,00-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,8.66244,SE,1121.15875
9944,2024-06-24,00-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,8.5655,NE,869.07412
9945,2024-06-24,00-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,23.03587,N,584.29031
9946,2024-06-24,00-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,3.38699,SW,1115.67787
9947,2024-06-24,00-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,12.75628,NE,1143.63152
9948,2024-06-24,00-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,20.88912,N,1803.76539
9949,2024-06-24,00-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.30285,SW,1474.76706
9950,2024-06-24,00-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,11.97197,SE,1723.62389
9951,2024-06-24,00-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,9.46056,W,717.9436
9952,2024-06-24,00-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,13.02382,N,614.96994
9953,2024-06-24,00-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,8.24475,NE,1425.54651
9954,2024-06-24,00-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,8.58526,W,1791.50383
9955,2024-06-24,01-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,9.65197,NW,639.32851
9956,2024-06-24,01-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,22.82773,W,955.69844
9957,2024-06-24,01-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,20.22403,N,1853.22002
9958,2024-06-24,01-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,2.48188,W,892.88255
9959,2024-06-24,01-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,22.07071,NE,1732.74497
9960,2024-06-24,01-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,23.76573,NW,643.26144
9961,2024-06-24,01-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,23.95604,NW,1393.72425
9962,2024-06-24,01-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,11.18555,NW,686.50844
