production_id,date,time,turbine_name,capacity,location_name,latitude,longitude,region,status,responsible_department,wind_speed,wind_direction,energy_produced
6481,2024-06-16,00-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.49365,W,1878.96144
6482,2024-06-16,00-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,13.09261,S,1016.30424
6483,2024-06-16,00-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,8.26528,NW,1235.22884
6484,2024-06-16,00-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,15.63679,NW,1799.24813
6485,2024-06-16,00-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,16.93046,N,1729.92798
6486,2024-06-16,00-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,17.55559,S,1936.3804
6487,2024-06-16,00-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,8.99705,S,898.22885
6488,2024-06-16,00-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,2.4153,SW,1283.86451
6489,2024-06-16,00-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,16.90636,NW,1399.87829
6490,2024-06-16,00-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.30023,NE,1644.88424
6491,2024-06-16,00-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,10.45896,SW,1727.54208
6492,2024-06-16,00-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,4.09685,E,1076.92043
6493,2024-06-16,00-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.05135,NE,1597.16857
6494,2024-06-16,00-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,10.42302,NE,1021.60487
6495,2024-06-16,00-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,8.42248,E,508.86457
6496,2024-06-16,00-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,18.82041,SE,1126.62158
6497,2024-06-16,00-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,8.26684,S,1964.54702
6498,2024-06-16,00-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,20.47035,SW,1351.29934
6499,2024-06-16,01-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,21.40441,SW,1919.95548
6500,2024-06-16,01-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,12.80666,E,807.87339
6501,2024-06-16,01-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,4.58335,S,1475.7217
6502,2024-06-16,01-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,20.2517,E,927.97243
6503,2024-06-16,01-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,7.13912,S,1700.89011
6504,2024-06-16,01-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Offline,Operations,15.02849,S,0.0
6505,2024-06-16,01-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,8.93665,SE,1243.30248
6506,2024-06-16,01-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,4.15048,E,1158.8268
6507,2024-06-16,01-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,14.52592,E,1784.34233
6508,2024-06-16,01-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,2.68859,NW,753.89216
6509,2024-06-16,01-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,6.50345,S,718.42259
6510,2024-06-16,01-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,9.97759,NE,1773.04159
6511,2024-06-16,01-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,16.78403,SW,670.77531
6512,2024-06-16,01-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,13.15489,NW,1666.19904
6513,2024-06-16,01-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,23.74083,SW,1150.12677
6514,2024-06-16,01-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,23.07553,SE,1594.66571
6515,2024-06-16,01-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,8.16624,N,604.58654
6516,2024-06-16,01-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,4.26828,SE,1863.10872
6517,2024-06-16,02-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,6.89766,E,1965.89052
6518,2024-06-16,02-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Preventive Maintenance,Maintenance,6.56378,SE,0.0
6519,2024-06-16,02-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,5.28292,SW,770.06614
6520,2024-06-16,02-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Preventive Maintenance,Maintenance,14.77931,W,0.0
6521,2024-06-16,02-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,5.0445,S,659.76558
6522,2024-06-16,02-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,22.66488,SE,1196.67608
6523,2024-06-16,02-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,22.02319,NE,1111.23086
6524,2024-06-16,02-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,21.78197,W,640.01312
6525,2024-06-16,02-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,19.34593,W,1377.00376
