production_id,date,time,turbine_name,capacity,location_name,latitude,longitude,region,status,responsible_department,wind_speed,wind_direction,energy_produced
12961,2024-07-01,00-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,9.60687,N,1133.32735
12962,2024-07-01,00-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,4.10002,E,1942.0872
12963,2024-07-01,00-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,7.46476,W,853.07198
12964,2024-07-01,00-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,10.4714,N,1762.46155
12965,2024-07-01,00-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Offline,Operations,4.05032,W,0.0
12966,2024-07-01,00-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,2.01254,SW,965.90248
12967,2024-07-01,00-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,21.33859,NW,1169.3042
12968,2024-07-01,00-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,2.45001,NW,771.74323
12969,2024-07-01,00-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Preventive Maintenance,Maintenance,18.06692,N,0.0
12970,2024-07-01,00-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,24.46559,SW,602.5042
12971,2024-07-01,00-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,15.97355,NW,1363.40899
12972,2024-07-01,00-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,3.51282,SE,1057.01538
12973,2024-07-01,00-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,2.51884,N,1386.82199
12974,2024-07-01,00-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,13.15877,E,1506.03706
12975,2024-07-01,00-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,11.04159,NE,925.86112
12976,2024-07-01,00-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,9.65432,SE,921.9515
12977,2024-07-01,00-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,6.62332,SW,964.15477
12978,2024-07-01,00-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,11.94257,SW,1899.49403
12979,2024-07-01,01-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.08598,S,770.96551
12980,2024-07-01,01-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,22.36278,S,1933.72077
12981,2024-07-01,01-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,18.57241,E,952.20466
12982,2024-07-01,01-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,12.75146,N,1849.0257
12983,2024-07-01,01-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,9.87848,NW,1348.98759
12984,2024-07-01,01-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,6.80498,NE,1832.13998
12985,2024-07-01,01-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,8.31814,SE,1330.23027
