production_id,date,time,turbine_name,capacity,location_name,latitude,longitude,region,status,responsible_department,wind_speed,wind_direction,energy_produced
17713,2024-07-12,00-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,19.24198,W,1019.63099
17714,2024-07-12,00-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,5.4458,S,1225.92911
17715,2024-07-12,00-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,18.30398,NE,834.09795
17716,2024-07-12,00-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Fault,Engineering,24.64588,SW,0.0
17717,2024-07-12,00-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,14.91481,NE,1484.09082
17718,2024-07-12,00-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,13.72237,S,707.11232
17719,2024-07-12,00-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,11.21087,SE,1924.15936
17720,2024-07-12,00-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,17.0095,N,991.06656
17721,2024-07-12,00-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,10.33446,SW,1041.46308
17722,2024-07-12,00-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.10094,E,1828.42691
17723,2024-07-12,00-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,21.06333,NE,611.1077
17724,2024-07-12,00-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Offline,Operations,5.56262,NW,0.0
17725,2024-07-12,00-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,8.57467,N,1014.54161
17726,2024-07-12,00-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,8.30175,N,1787.31322
17727,2024-07-12,00-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,20.59345,N,589.33163
17728,2024-07-12,00-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,24.86777,W,1674.09799
17729,2024-07-12,00-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,19.76269,SW,1925.45766
17730,2024-07-12,00-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,21.38476,SW,1339.26988
17731,2024-07-12,01-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,13.5902,E,1788.55572
17732,2024-07-12,01-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,14.08443,SE,865.69452
17733,2024-07-12,01-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,17.64158,S,1946.90507
17734,2024-07-12,01-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Offline,Operations,15.77619,SE,0.0
17735,2024-07-12,01-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,4.8075,E,1971.34328
17736,2024-07-12,01-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,18.11391,N,1855.27925
17737,2024-07-12,01-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Reactive Maintenance,Maintenance,20.23956,N,0.0
17738,2024-07-12,01-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,11.64312,N,1568.31329
17739,2024-07-12,01-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,13.67615,E,1863.04354
17740,2024-07-12,01-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,10.25495,SE,1722.90902
17741,2024-07-12,01-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,12.87996,S,1946.39884
17742,2024-07-12,01-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,5.96349,E,1822.99901
17743,2024-07-12,01-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,5.93028,SE,1193.815
17744,2024-07-12,01-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,6.8166,S,1937.07422
17745,2024-07-12,01-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Fault,Engineering,12.69942,SW,0.0
17746,2024-07-12,01-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,13.72089,SW,1979.26598
17747,2024-07-12,01-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,20.54518,NE,1315.98814
17748,2024-07-12,01-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,11.36262,SE,1550.79517
17749,2024-07-12,02-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,19.41587,N,1312.07954
17750,2024-07-12,02-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,21.96655,NE,1414.05912
17751,2024-07-12,02-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Reactive Maintenance,Maintenance,13.91575,SW,0.0
17752,2024-07-12,02-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,2.71167,SW,1003.97381
17753,2024-07-12,02-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,20.00806,SW,1115.64167
17754,2024-07-12,02-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,17.8319,SE,541.76772
17755,2024-07-12,02-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,14.73124,NE,1361.39548
17756,2024-07-12,02-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,9.52684,E,1377.08642
17757,2024-07-12,02-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,10.64389,SE,1132.15486
17758,2024-07-12,02-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,22.01292,E,699.81149
17759,2024-07-12,02-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,3.99026,NE,1764.48483
17760,2024-07-12,02-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,15.07735,NE,1581.76945
17761,2024-07-12,02-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Reactive Maintenance,Maintenance,7.0468,SW,0.0
17762,2024-07-12,02-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,23.80568,NE,884.57432
17763,2024-07-12,02-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,2.88886,N,843.76658
17764,2024-07-12,02-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,20.47276,N,1505.24887
17765,2024-07-12,02-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,2.35638,W,1173.58342
17766,2024-07-12,02-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,15.17184,E,906.27299
17767,2024-07-12,03-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,12.80041,E,995.61915
17768,2024-07-12,03-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,7.90079,S,934.19477
17769,2024-07-12,03-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,18.3819,NE,1660.06372
17770,2024-07-12,03-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,15.68946,NE,536.11434
17771,2024-07-12,03-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,14.09118,N,1046.49194
17772,2024-07-12,03-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,17.68415,SW,583.11258
17773,2024-07-12,03-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,2.84935,W,1562.99425
17774,2024-07-12,03-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,12.87923,S,1535.97869
17775,2024-07-12,03-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,11.32646,E,1907.69904
17776,2024-07-12,03-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.86514,NE,1117.94458
17777,2024-07-12,03-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,22.70474,N,991.31409
17778,2024-07-12,03-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,8.36238,E,829.12999
17779,2024-07-12,03-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,9.15888,NE,1095.23195
17780,2024-07-12,03-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,23.0333,NE,945.26252
17781,2024-07-12,03-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,4.99632,S,779.17931
17782,2024-07-12,03-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,2.75895,E,648.77858
17783,2024-07-12,03-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,16.39158,SW,762.2861
17784,2024-07-12,03-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,13.48885,S,1571.43975
17785,2024-07-12,04-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,21.36633,N,548.78091
17786,2024-07-12,04-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,10.81097,SW,1224.0879
17787,2024-07-12,04-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,13.08986,W,1193.00227
17788,2024-07-12,04-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Reactive Maintenance,Maintenance,18.58543,W,0.0
17789,2024-07-12,04-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,21.12451,NW,926.12429
17790,2024-07-12,04-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Inspection,Maintenance,24.5177,NE,0.0
17791,2024-07-12,04-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,3.09354,SE,1617.8213
17792,2024-07-12,04-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,14.04938,SE,1069.87751
17793,2024-07-12,04-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,15.28542,NE,1248.44163
17794,2024-07-12,04-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,21.61466,E,1272.95817
17795,2024-07-12,04-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,3.85901,SE,994.99834
17796,2024-07-12,04-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,12.00035,E,1183.21316
17797,2024-07-12,04-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,3.28711,NE,627.1887
17798,2024-07-12,04-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,7.47353,NW,1962.59183
17799,2024-07-12,04-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,5.46172,NE,1682.21679
17800,2024-07-12,04-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,4.76879,NE,1735.53245
17801,2024-07-12,04-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,6.68243,S,1845.16703
17802,2024-07-12,04-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,8.54434,SE,1364.4542
