production_id,date,time,turbine_name,capacity,location_name,latitude,longitude,region,status,responsible_department,wind_speed,wind_direction,energy_produced
8209,2024-06-20,00-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.38762,N,1966.08272
8210,2024-06-20,00-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,7.67567,SE,1584.08442
8211,2024-06-20,00-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,9.81893,S,1831.60236
8212,2024-06-20,00-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,24.95195,W,643.74599
8213,2024-06-20,00-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,6.31738,W,1753.25592
8214,2024-06-20,00-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,21.94036,SW,722.08456
8215,2024-06-20,00-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,5.69358,N,1117.06765
8216,2024-06-20,00-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Reactive Maintenance,Maintenance,21.95215,W,0.0
8217,2024-06-20,00-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,8.92645,SW,651.58294
8218,2024-06-20,00-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,22.36945,E,1216.75485
8219,2024-06-20,00-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Reactive Maintenance,Maintenance,3.74183,NW,0.0
8220,2024-06-20,00-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,20.76109,E,829.41307
8221,2024-06-20,00-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,20.04249,SE,1457.90309
8222,2024-06-20,00-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,6.34272,SE,657.97719
8223,2024-06-20,00-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Reactive Maintenance,Maintenance,2.41549,SW,0.0
8224,2024-06-20,00-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,16.28313,NE,620.13282
8225,2024-06-20,00-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,2.54927,E,1075.90836
8226,2024-06-20,00-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Preventive Maintenance,Maintenance,16.73377,W,0.0
8227,2024-06-20,01-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,11.10693,W,572.22617
8228,2024-06-20,01-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,11.8058,W,1939.30517
8229,2024-06-20,01-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Reactive Maintenance,Maintenance,10.01152,NE,0.0
8230,2024-06-20,01-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,6.78423,E,1070.75362
8231,2024-06-20,01-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,17.68004,SW,862.37636
8232,2024-06-20,01-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,23.9027,N,1595.89634
8233,2024-06-20,01-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Preventive Maintenance,Maintenance,23.3017,NE,0.0
8234,2024-06-20,01-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,15.97413,SW,830.19192
8235,2024-06-20,01-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,13.91815,W,597.99162
8236,2024-06-20,01-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,11.10657,SE,1963.99092
8237,2024-06-20,01-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,9.43008,NW,1920.23792
8238,2024-06-20,01-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,16.28839,S,778.12373
8239,2024-06-20,01-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,20.01833,NW,653.97343
8240,2024-06-20,01-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,5.39633,S,884.95141
8241,2024-06-20,01-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,6.18349,SE,697.51054
8242,2024-06-20,01-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,7.96403,N,1268.77718
8243,2024-06-20,01-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,11.43913,NW,1356.85271
8244,2024-06-20,01-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,8.61165,SW,1188.3376
8245,2024-06-20,02-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,4.73591,SW,1194.81232
8246,2024-06-20,02-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,21.54168,E,634.35795
8247,2024-06-20,02-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,18.35087,SE,1400.33143
8248,2024-06-20,02-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,5.10112,SW,1555.14314
8249,2024-06-20,02-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,6.11747,N,1358.23198
8250,2024-06-20,02-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Offline,Operations,16.47843,E,0.0
8251,2024-06-20,02-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,22.94839,NE,1684.17459
8252,2024-06-20,02-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,4.33501,NW,775.68437
8253,2024-06-20,02-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,11.50698,NE,1245.29032
8254,2024-06-20,02-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,13.07768,NE,1913.12788
8255,2024-06-20,02-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,3.07822,SE,1690.49873
8256,2024-06-20,02-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,20.26899,SE,1152.79295
