production_id,date,time,turbine_name,capacity,location_name,latitude,longitude,region,status,responsible_department,wind_speed,wind_direction,energy_produced
8641,2024-06-21,00-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.45755,S,1627.55929
8642,2024-06-21,00-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,20.29552,SW,1264.55298
8643,2024-06-21,00-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,8.52022,W,656.71982
8644,2024-06-21,00-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,23.42533,W,649.29094
8645,2024-06-21,00-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,15.63868,S,908.39591
8646,2024-06-21,00-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,12.50574,W,819.32435
8647,2024-06-21,00-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,7.25815,NW,1283.28312
8648,2024-06-21,00-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,10.88158,NE,1903.45178
8649,2024-06-21,00-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,3.67648,E,1134.56264
8650,2024-06-21,00-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,9.59959,NW,1016.57972
8651,2024-06-21,00-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Reactive Maintenance,Maintenance,17.58689,SW,0.0
8652,2024-06-21,00-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,12.37555,E,1281.35134
8653,2024-06-21,00-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.82498,W,1229.70797
8654,2024-06-21,00-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Inspection,Maintenance,21.63213,E,0.0
8655,2024-06-21,00-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,15.50279,NW,925.27747
8656,2024-06-21,00-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,5.05789,E,1234.00588
8657,2024-06-21,00-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,14.60862,SW,1939.67055
8658,2024-06-21,00-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,24.65791,NE,1191.57784
8659,2024-06-21,01-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,14.41142,E,1825.49554
8660,2024-06-21,01-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,12.61339,SW,1686.22054
8661,2024-06-21,01-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,6.38163,NE,1937.08497
8662,2024-06-21,01-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,7.16714,W,541.37454
