production_id,date,time,turbine_name,capacity,location_name,latitude,longitude,region,status,responsible_department,wind_speed,wind_direction,energy_produced
20737,2024-07-19,00-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,11.04927,W,1701.97466
20738,2024-07-19,00-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,18.54679,NW,1426.59097
20739,2024-07-19,00-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,8.99948,W,826.94572
20740,2024-07-19,00-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,5.52516,E,542.7343
20741,2024-07-19,00-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Preventive Maintenance,Maintenance,7.26156,E,0.0
20742,2024-07-19,00-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,4.42689,NW,643.15548
20743,2024-07-19,00-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,7.2377,NE,1600.98988
20744,2024-07-19,00-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,21.24219,NE,1906.6956
20745,2024-07-19,00-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,5.38667,W,1587.24255
20746,2024-07-19,00-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.40675,W,1412.35629
20747,2024-07-19,00-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,24.20926,NE,1980.63551
20748,2024-07-19,00-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Offline,Operations,16.18472,S,0.0
20749,2024-07-19,00-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,4.55465,N,1304.62909
20750,2024-07-19,00-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,15.44427,S,1972.94585
20751,2024-07-19,00-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,13.81499,NE,1113.57267
20752,2024-07-19,00-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,2.71301,E,1246.57012
20753,2024-07-19,00-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,19.39007,NW,1059.96673
20754,2024-07-19,00-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,12.40784,NW,1594.93441
20755,2024-07-19,01-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,18.30839,E,988.6732
20756,2024-07-19,01-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,9.76602,S,1913.70578
20757,2024-07-19,01-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,9.21774,S,1293.80638
20758,2024-07-19,01-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,24.79147,W,1334.67308
20759,2024-07-19,01-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,21.6736,N,547.6358
20760,2024-07-19,01-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,18.86403,W,1778.47455
20761,2024-07-19,01-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Preventive Maintenance,Maintenance,19.21579,S,0.0
20762,2024-07-19,01-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,19.04176,SE,1343.56205
20763,2024-07-19,01-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,6.06887,S,1109.58666
20764,2024-07-19,01-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,13.85799,NW,1495.77528
20765,2024-07-19,01-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,14.16369,NW,1673.84896
20766,2024-07-19,01-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,22.57308,N,1446.40078
20767,2024-07-19,01-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Offline,Operations,11.75193,N,0.0
20768,2024-07-19,01-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,8.75951,NE,945.4458
20769,2024-07-19,01-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,2.31243,SE,1613.60807
20770,2024-07-19,01-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,3.16227,S,1590.22648
20771,2024-07-19,01-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,16.5183,SE,1382.25492
20772,2024-07-19,01-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,9.81556,W,1914.18904
20773,2024-07-19,02-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,2.16071,NE,1628.30433
20774,2024-07-19,02-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,9.87359,E,697.23804
20775,2024-07-19,02-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,17.07825,SW,1933.45202
20776,2024-07-19,02-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,19.11871,SE,1818.28471
20777,2024-07-19,02-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,22.83895,W,1495.37028
20778,2024-07-19,02-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,16.19962,N,1303.52488
20779,2024-07-19,02-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,13.16509,NE,1519.41994
20780,2024-07-19,02-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,17.29026,SE,564.72351
20781,2024-07-19,02-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Reactive Maintenance,Maintenance,22.2915,E,0.0
20782,2024-07-19,02-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,12.29589,S,672.74957
20783,2024-07-19,02-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Preventive Maintenance,Maintenance,2.50243,SW,0.0
20784,2024-07-19,02-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,23.63782,SE,1466.85691
20785,2024-07-19,02-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Reactive Maintenance,Maintenance,22.20879,S,0.0
20786,2024-07-19,02-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,19.54724,SE,872.99474
20787,2024-07-19,02-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,14.39583,SW,1118.0193
20788,2024-07-19,02-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,16.36707,SW,1065.31255
20789,2024-07-19,02-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,13.00416,E,686.96346
20790,2024-07-19,02-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,21.16347,SE,1242.27859
20791,2024-07-19,03-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.98484,S,1795.75111
20792,2024-07-19,03-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,4.66979,NW,1403.65907
20793,2024-07-19,03-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,23.21395,SW,1309.29917
20794,2024-07-19,03-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,15.18188,NE,1889.16399
20795,2024-07-19,03-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,6.18748,NE,951.59454
20796,2024-07-19,03-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,24.4985,W,830.34876
