production_id,date,time,turbine_name,capacity,location_name,latitude,longitude,region,status,responsible_department,wind_speed,wind_direction,energy_produced
25057,2024-07-29,00-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,11.35659,NE,796.06398
25058,2024-07-29,00-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Offline,Operations,16.18176,NE,0.0
25059,2024-07-29,00-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,8.13473,SW,838.28911
25060,2024-07-29,00-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,22.77663,W,999.0864
25061,2024-07-29,00-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,19.18327,W,1115.10282
25062,2024-07-29,00-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Preventive Maintenance,Maintenance,6.54319,N,0.0
25063,2024-07-29,00-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,3.98263,SE,1808.3763
25064,2024-07-29,00-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,6.36052,NE,969.80783
25065,2024-07-29,00-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,7.68206,SW,1134.34225
25066,2024-07-29,00-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,15.70985,SW,949.19202
25067,2024-07-29,00-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,22.33589,E,1582.43166
25068,2024-07-29,00-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,4.3881,NW,944.32019
25069,2024-07-29,00-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,13.20533,E,1416.38881
25070,2024-07-29,00-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,23.50323,NW,661.48257
25071,2024-07-29,00-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,12.44186,E,1673.85763
25072,2024-07-29,00-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,24.15394,W,1072.61092
25073,2024-07-29,00-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Preventive Maintenance,Maintenance,23.40604,S,0.0
25074,2024-07-29,00-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,20.80301,SE,1495.92809
25075,2024-07-29,01-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Reactive Maintenance,Maintenance,22.44429,NW,0.0
25076,2024-07-29,01-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,9.68292,SW,1448.91118
25077,2024-07-29,01-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,14.23061,N,1575.21647
